gene,Rg,Rg_mean,n_pairs_computable,ReproScore,R_self,frac_pairs,empirical_p,evt_p,evt_method,evt_n_exc,evt_xi,evt_gof_p,empirical_FDR,evt_FDR,shuffle_p,shuffle_FDR,shuffle_FDR_low_power,atlas_member,strength_tier
GRB2,0.49477165020263375,0.4829747313770737,6,0.8678601875532822,0.4829747313770737,0.16666666666666666,9.99000999000999e-4,2.2250738585072014e-308,gpd,250,-0.5213017362119052,0.91,0.023035787741670095,1.744457905069646e-306,9.99000999000999e-4,1.744457905069646e-306,FALSE,TRUE,moderate
EXT1,0.49225048328634924,0.4151130724613235,6,0.829070758738278,0.4151130724613235,0.3333333333333333,0.001998001998001998,8.483864664236562e-4,gpd,250,-0.2695961868220788,0.645,0.03263403263403263,0.02200284932347889,0.001998001998001998,0.02200284932347889,FALSE,TRUE,moderate
ELL2,0.48336212480347973,0.5440243819326,6,0.8797953964194374,0.5440243819326,0.5,0.00999000999000999,0.022050556875463673,gpd,250,-0.34989267669563473,0.08,0.05439005439005439,0.08078334855310056,0.00999000999000999,0.08078334855310056,FALSE,FALSE,not_member
BRAF,0.48307692311453865,0.4325716889676507,6,0.8635976129582268,0.4325716889676507,0.3333333333333333,0.002997002997002997,0.001161495316715633,gpd,200,-0.2004899195914463,0.11,0.03560076287349015,0.023201281671274974,0.002997002997002997,0.023201281671274974,FALSE,TRUE,moderate
IDH2,0.4807673217663997,0.4782155359545451,6,0.8793691389599319,0.4782155359545451,0.3333333333333333,0.003996003996003996,0.0017499713459481203,gpd,250,-0.39114357226745927,0.875,0.04016496324188632,0.02540699139302456,0.003996003996003996,0.02540699139302456,FALSE,TRUE,moderate
CDK8,0.48039729704169126,0.4345511633902386,6,0.8218243819266837,0.4345511633902386,0.3333333333333333,0.01098901098901099,0.01098901098901099,empirical,NA,NA,NA,0.056680161943319846,0.06947890818858561,0.01098901098901099,0.06947890818858561,FALSE,FALSE,not_member
ERBB3,0.475718383506875,0.47014107212778355,6,0.9296675191815857,0.47014107212778355,0.3333333333333333,0.001998001998001998,9.542052002529111e-4,gpd,250,-0.29477757438150387,0.93,0.03263403263403263,0.02200284932347889,0.001998001998001998,0.02200284932347889,FALSE,TRUE,moderate
CALR,0.47354851118219815,0.445968835883935,6,0.8452685421994885,0.445968835883935,0.16666666666666666,0.011988011988011988,0.011988011988011988,empirical,NA,NA,NA,0.06024744486282948,0.07120152574698028,0.011988011988011988,0.07120152574698028,FALSE,FALSE,not_member
DDX6,0.4715746173213999,0.4574375271889142,6,0.8269394714407502,0.4574375271889142,0.16666666666666666,0.014985014985014986,0.014985014985014986,empirical,NA,NA,NA,0.064550833781603,0.07252007252007253,0.014985014985014986,0.07252007252007253,FALSE,FALSE,not_member
PHC2,0.4690748196617378,0.44508304920166913,6,0.8593350383631714,0.44508304920166913,0.3333333333333333,0.003996003996003996,0.013668959363509037,gpd,250,-0.3190479078273573,0.09,0.04016496324188632,0.07120152574698028,0.003996003996003996,0.07120152574698028,FALSE,FALSE,not_member
DNMT3B,0.46840185637608295,0.43445851298527616,6,0.7783461210571185,0.43445851298527616,0,0.023976023976023976,0.023976023976023976,empirical,NA,NA,NA,0.08544183089637634,0.08544183089637634,0.023976023976023976,0.08544183089637634,FALSE,FALSE,not_member
PRRX1,0.4597962250005668,0.49485088925672516,6,0.8964194373401535,0.49485088925672516,0.5,0.002997002997002997,0.0022971050896843925,gpd,250,-0.3155979339172276,0.29,0.03560076287349015,0.032159471255581495,0.002997002997002997,0.032159471255581495,FALSE,TRUE,moderate
TACC1,0.45582950867286315,0.4040865408386441,6,0.8452685421994885,0.4040865408386441,0.5,9.99000999000999e-4,8.596633937437036e-4,gpd,240,-0.35043696639143496,0.09,0.023035787741670095,0.02200284932347889,9.99000999000999e-4,0.02200284932347889,FALSE,TRUE,moderate
ATP2A2,0.4536825167580774,0.45118589344478527,6,0.8572037510656436,0.45118589344478527,0.16666666666666666,0.006993006993006993,0.020524176402849086,gpd,230,-0.2793959775137379,0.06,0.050764050764050765,0.08078334855310056,0.006993006993006993,0.08078334855310056,FALSE,FALSE,not_member
UBR5,0.4516416734906723,0.426249198086425,6,0.8380221653878943,0.426249198086425,0,0.006993006993006993,0.00640698359889183,gpd,250,-0.3876472850465227,0.34,0.050764050764050765,0.05581194601701327,0.006993006993006993,0.05581194601701327,FALSE,FALSE,not_member
SNRPA,0.44974120168001086,0.4766660808154028,6,0.8716965046888321,0.4766660808154028,0.3333333333333333,0.012987012987012988,0.012987012987012988,empirical,NA,NA,NA,0.06133625410733845,0.07120152574698028,0.012987012987012988,0.07120152574698028,FALSE,FALSE,not_member
MCL1,0.44949876858556603,0.39388843376266536,6,0.7915601023017903,0.39388843376266536,0.5,0.015984015984015984,0.015984015984015984,empirical,NA,NA,NA,0.06810580723624202,0.07557737700613637,0.015984015984015984,0.07557737700613637,FALSE,FALSE,not_member
IL6ST,0.4474428771857254,0.456808390342713,6,0.8682864450127877,0.456808390342713,0.16666666666666666,0.012987012987012988,0.012987012987012988,empirical,NA,NA,NA,0.06133625410733845,0.07120152574698028,0.012987012987012988,0.07120152574698028,FALSE,FALSE,not_member
CDKN1B,0.44453045952556075,0.4402368059545037,6,0.8759590792838875,0.4402368059545037,0.3333333333333333,0.005994005994005994,0.0032282180231110705,gpd,230,-0.2089292664262389,0.065,0.04607157548334019,0.03919241528882411,0.005994005994005994,0.03919241528882411,FALSE,TRUE,moderate
TCF7L2,0.4377817135374262,0.4539468650703915,6,0.9032395566922421,0.4539468650703915,0.3333333333333333,0.003996003996003996,0.011668967110018691,gpd,250,-0.2886462942721434,0.07,0.04016496324188632,0.07120152574698028,0.003996003996003996,0.07120152574698028,FALSE,FALSE,not_member
HSP90AB1,0.43492250542191124,0.2957365681843544,6,0.7016197783461211,0.2957365681843544,0.16666666666666666,0.008991008991008992,0.007411659797803533,gpd,250,-0.26209977181494615,0.625,0.05260411230560485,0.06181639661146777,0.008991008991008992,0.06181639661146777,FALSE,FALSE,not_member
FEN1,0.4299609273852082,0.44435107867371704,6,0.8623188405797101,0.44435107867371704,0.16666666666666666,0.01098901098901099,0.01098901098901099,empirical,NA,NA,NA,0.056680161943319846,0.06947890818858561,0.01098901098901099,0.06947890818858561,FALSE,FALSE,not_member
PARP1,0.4298747594476434,0.3640236331465477,6,0.8158567774936061,0.3640236331465477,0.3333333333333333,0.002997002997002997,0.0033280998047873767,gpd,220,-0.3292590980697031,0.225,0.03560076287349015,0.03919241528882411,0.002997002997002997,0.03919241528882411,FALSE,TRUE,moderate
ARID2,0.42972405983170825,0.448033716305473,6,0.9249786871270247,0.448033716305473,0.3333333333333333,0.001998001998001998,4.920437323347182e-4,gpd,250,-0.34729403314984697,0.97,0.03263403263403263,0.016073428589600793,0.001998001998001998,0.016073428589600793,FALSE,TRUE,moderate
CDK4,0.42566755249763577,0.4234018040766414,6,0.8277919863597613,0.4234018040766414,0.16666666666666666,0.012987012987012988,0.012987012987012988,empirical,NA,NA,NA,0.06133625410733845,0.07120152574698028,0.012987012987012988,0.07120152574698028,FALSE,FALSE,not_member
CCND1,0.42478025239571715,0.37969014343938207,6,0.8184143222506394,0.37969014343938207,0,0.002997002997002997,0.001611065308081222,gpd,250,-0.4363719675890494,0.455,0.03560076287349015,0.02540699139302456,0.002997002997002997,0.02540699139302456,FALSE,TRUE,moderate
ROCK1,0.42315119463093614,0.34978760814262577,6,0.7595907928388747,0.34978760814262577,0.16666666666666666,0.008991008991008992,0.00552667337893209,gpd,250,-0.3685333386494085,0.56,0.05260411230560485,0.051582284870032843,0.008991008991008992,0.051582284870032843,FALSE,FALSE,not_member
SMAD2,0.422167853412754,0.4662917553363608,6,0.8802216538789429,0.4662917553363608,0.3333333333333333,0.008991008991008992,0.009227866150014696,gpd,250,-0.32279776731877385,0.99,0.05260411230560485,0.06756256760162686,0.008991008991008992,0.06756256760162686,FALSE,FALSE,not_member
YY1,0.4219497118908836,0.22972159485854887,6,0.7097186700767264,0.22972159485854887,0,0.01898101898101898,0.01898101898101898,empirical,NA,NA,NA,0.0744055944055944,0.08078334855310056,0.01898101898101898,0.08078334855310056,FALSE,FALSE,not_member
IGF2R,0.4196463239498089,0.40364378213359253,6,0.7617220801364024,0.40364378213359253,0.16666666666666666,0.052947052947052944,0.052947052947052944,empirical,NA,NA,NA,0.13565519447872387,0.13565519447872387,0.052947052947052944,0.13565519447872387,FALSE,FALSE,not_member
TBL1XR1,0.41781407644877233,0.34701697942757853,6,0.8167092924126172,0.34701697942757853,0.3333333333333333,9.99000999000999e-4,2.2250738585072014e-308,gpd,230,-0.2892845271591844,0.66,0.023035787741670095,1.744457905069646e-306,9.99000999000999e-4,1.744457905069646e-306,FALSE,TRUE,moderate
STAT2,0.4159117785071743,0.3708410781977924,6,0.7753623188405797,0.3708410781977924,0.16666666666666666,0.013986013986013986,0.013986013986013986,empirical,NA,NA,NA,0.06230133502860775,0.07120152574698028,0.013986013986013986,0.07120152574698028,FALSE,FALSE,not_member
CDK12,0.41555291999585586,0.3442302474345625,6,0.7007672634271099,0.3442302474345625,0,0.04395604395604396,0.04395604395604396,empirical,NA,NA,NA,0.12396236856668512,0.12396236856668512,0.04395604395604396,0.12396236856668512,FALSE,FALSE,not_member
RBMX,0.4128266478644754,0.2014572792665141,6,0.6581415174765558,0.2014572792665141,0.16666666666666666,0.003996003996003996,0.010797672947420595,gpd,250,-0.3453733314756221,0.085,0.04016496324188632,0.06947890818858561,0.003996003996003996,0.06947890818858561,FALSE,FALSE,not_member
LMNA,0.4071974135214236,0.40555598066954773,6,0.8508098891730606,0.40555598066954773,0,0.01098901098901099,0.01098901098901099,empirical,NA,NA,NA,0.056680161943319846,0.06947890818858561,0.01098901098901099,0.06947890818858561,FALSE,FALSE,not_member
EZH2,0.404537124426389,0.38576666574428675,6,0.902387041773231,0.38576666574428675,0.3333333333333333,0.001998001998001998,0.005739366470213749,gpd,240,-0.280265863618541,0.06,0.03263403263403263,0.052321666426134644,0.001998001998001998,0.052321666426134644,FALSE,FALSE,not_member
RXRA,0.4025287377713406,0.38440322978825714,6,0.7791986359761296,0.38440322978825714,0.5,0.03696303696303696,0.03696303696303696,empirical,NA,NA,NA,0.11499611499611499,0.11499611499611499,0.03696303696303696,0.11499611499611499,FALSE,FALSE,not_member
RAD51C,0.40196760954618094,0.4188247910549697,6,0.8103154305200341,0.4188247910549697,0.16666666666666666,0.03296703296703297,0.03296703296703297,empirical,NA,NA,NA,0.10592686002522068,0.10592686002522068,0.03296703296703297,0.10592686002522068,FALSE,FALSE,not_member
STAT6,0.4015430164559832,0.24936860423189994,6,0.6824381926683717,0.24936860423189994,0.16666666666666666,0.04095904095904096,0.04095904095904096,empirical,NA,NA,NA,0.11982047802943326,0.11982047802943326,0.04095904095904096,0.11982047802943326,FALSE,FALSE,not_member
MAPKAP1,0.3996952436278034,0.24651595172060142,6,0.664535379369139,0.24651595172060142,0.16666666666666666,0.02197802197802198,0.02197802197802198,empirical,NA,NA,NA,0.08051761322789361,0.08078334855310056,0.02197802197802198,0.08078334855310056,FALSE,FALSE,not_member
ABI1,0.3992994359974703,0.420318694106403,6,0.8734015345268542,0.420318694106403,0.3333333333333333,0.005994005994005994,0.0023966968876460715,gpd,250,-0.27673823203975434,0.505,0.04607157548334019,0.032396730343353795,0.005994005994005994,0.032396730343353795,FALSE,TRUE,moderate
H3F3A,0.3964689429768399,0.302007471563709,6,0.7459505541346974,0.302007471563709,0,0.008991008991008992,0.02177294952559078,gpd,250,-0.29457886027385405,0.08,0.05260411230560485,0.08078334855310056,0.008991008991008992,0.08078334855310056,FALSE,FALSE,not_member
HSP90AA1,0.3956586317988353,0.3747299416773214,6,0.7740835464620631,0.3747299416773214,0.16666666666666666,0.027972027972027972,0.027972027972027972,empirical,NA,NA,NA,0.09618451723714881,0.09618451723714881,0.027972027972027972,0.09618451723714881,FALSE,FALSE,not_member
CSF2,0.3954676670433741,0.335364191576149,6,0.8000852514919011,0.335364191576149,0.16666666666666666,0.00999000999000999,0.009141821485108696,gpd,240,-0.25442951316599094,0.19,0.05439005439005439,0.06756256760162686,0.00999000999000999,0.06756256760162686,FALSE,FALSE,not_member
FANCC,0.39481610059945804,0.3634286461161442,6,0.7988064791133844,0.3634286461161442,0.16666666666666666,0.02197802197802198,0.02197802197802198,empirical,NA,NA,NA,0.08051761322789361,0.08078334855310056,0.02197802197802198,0.08078334855310056,FALSE,FALSE,not_member
ING1,0.3938409168365543,0.361642360121542,6,0.8213981244671782,0.361642360121542,0.3333333333333333,0.007992007992007992,0.021605943923791615,gpd,250,-0.3748651037948462,0.11,0.05260411230560485,0.08078334855310056,0.007992007992007992,0.08078334855310056,FALSE,FALSE,not_member
CLTC,0.3938095156426913,0.2714759251225638,6,0.6683716965046889,0.2714759251225638,0.16666666666666666,0.003996003996003996,0.0011837388607793353,gpd,180,-0.2589894968056856,0.21,0.04016496324188632,0.023201281671274974,0.003996003996003996,0.023201281671274974,FALSE,TRUE,moderate
FBXO11,0.3937119099630789,0.3303749577187993,6,0.7566069906223358,0.3303749577187993,0,0.03996003996003996,0.03996003996003996,empirical,NA,NA,NA,0.11866920957830049,0.11866920957830049,0.03996003996003996,0.11866920957830049,FALSE,FALSE,not_member
IGF1R,0.39313936859008414,0.3936173307822309,6,0.8384484228473998,0.3936173307822309,0.16666666666666666,0.008991008991008992,0.0211480330955274,gpd,240,-0.34610922560945745,0.08,0.05260411230560485,0.08078334855310056,0.008991008991008992,0.08078334855310056,FALSE,FALSE,not_member
GADD45B,0.38964339508073964,0.3759967393721202,6,0.8529411764705882,0.3759967393721202,0.3333333333333333,0.004995004995004995,0.002959593294480284,gpd,250,-0.37248559754172045,0.58,0.04166046719238209,0.03742453456246036,0.004995004995004995,0.03742453456246036,FALSE,TRUE,moderate
HIF1A,0.38814581276109095,0.38804654451683773,6,0.7310315430520034,0.38804654451683773,0,0.061938061938061936,0.061938061938061936,empirical,NA,NA,NA,0.152702643268681,0.152702643268681,0.061938061938061936,0.152702643268681,FALSE,FALSE,not_member
DDB2,0.38290051142041626,0.4159201221650479,6,0.8508098891730606,0.4159201221650479,0.16666666666666666,0.01898101898101898,0.01898101898101898,empirical,NA,NA,NA,0.0744055944055944,0.08078334855310056,0.01898101898101898,0.08078334855310056,FALSE,FALSE,not_member
PDS5B,0.382873086933026,0.4032076963212638,6,0.8849104859335039,0.4032076963212638,0.3333333333333333,0.005994005994005994,0.021826092884529462,gpd,240,-0.3061310378262029,0.08,0.04607157548334019,0.08078334855310056,0.005994005994005994,0.08078334855310056,FALSE,FALSE,not_member
LYN,0.3827528682787046,0.38918477970205123,6,0.850383631713555,0.38918477970205123,0.3333333333333333,0.014985014985014986,0.014985014985014986,empirical,NA,NA,NA,0.064550833781603,0.07252007252007253,0.014985014985014986,0.07252007252007253,FALSE,FALSE,not_member
SMARCE1,0.3815815445779264,0.2917332551470267,6,0.803921568627451,0.2917332551470267,0.16666666666666666,0.002997002997002997,0.0016102665895944258,gpd,190,-0.28224354493566134,0.94,0.03560076287349015,0.02540699139302456,0.002997002997002997,0.02540699139302456,FALSE,TRUE,moderate
SOX2,0.3806960257228287,0.36273537427773744,6,0.8380221653878943,0.36273537427773744,0.16666666666666666,0.008991008991008992,0.008657212918279183,gpd,150,-0.31687260045251314,0.48,0.05260411230560485,0.06756256760162686,0.008991008991008992,0.06756256760162686,FALSE,FALSE,not_member
AKAP13,0.37931286267752873,0.38544108118750997,6,0.8231031543052003,0.38544108118750997,0.3333333333333333,0.013986013986013986,0.013986013986013986,empirical,NA,NA,NA,0.06230133502860775,0.07120152574698028,0.013986013986013986,0.07120152574698028,FALSE,FALSE,not_member
GRB7,0.37888390357793117,0.40627116732738655,6,0.8554987212276215,0.40627116732738655,0.3333333333333333,0.01998001998001998,0.01998001998001998,empirical,NA,NA,NA,0.07678595913890032,0.08078334855310056,0.01998001998001998,0.08078334855310056,FALSE,FALSE,not_member
SPOP,0.37694325786362615,0.35525914164557726,6,0.8005115089514067,0.35525914164557726,0,0.025974025974025976,0.025974025974025976,empirical,NA,NA,NA,0.09172809172809174,0.09172809172809174,0.025974025974025976,0.09172809172809174,FALSE,FALSE,not_member
CLIP1,0.3766420950632945,0.3479559184611713,6,0.8115942028985508,0.3479559184611713,0.3333333333333333,0.002997002997002997,0.001523218165521617,gpd,250,-0.25358481662254406,0.555,0.03560076287349015,0.02540699139302456,0.002997002997002997,0.02540699139302456,FALSE,TRUE,moderate
SRSF2,0.37487305267484927,0.32135527849783097,6,0.788150042625746,0.32135527849783097,0,0.014985014985014986,0.014985014985014986,empirical,NA,NA,NA,0.064550833781603,0.07252007252007253,0.014985014985014986,0.07252007252007253,FALSE,FALSE,not_member
TAP1,0.37150149811996436,0.33439566707421303,6,0.7728047740835464,0.33439566707421303,0.16666666666666666,0.007992007992007992,0.010435823091998836,gpd,250,-0.3122636618041217,0.755,0.05260411230560485,0.06947890818858561,0.007992007992007992,0.06947890818858561,FALSE,FALSE,not_member
PTPN2,0.3696158493486309,0.319323143061827,6,0.8158567774936062,0.319323143061827,0,0.004995004995004995,0.017936790362485376,gpd,240,-0.27088234355311347,0.085,0.04166046719238209,0.07920169717922527,0.004995004995004995,0.07920169717922527,FALSE,FALSE,not_member
KAT6A,0.3692043671156984,0.3167982250195107,6,0.7966751918158568,0.3167982250195107,0.16666666666666666,0.006993006993006993,0.02192438194199886,gpd,250,-0.3126803383583348,0.075,0.050764050764050765,0.08078334855310056,0.006993006993006993,0.08078334855310056,FALSE,FALSE,not_member
USP1,0.36807415714196334,0.391440488334552,6,0.8491048593350383,0.391440488334552,0.16666666666666666,0.02197802197802198,0.02197802197802198,empirical,NA,NA,NA,0.08051761322789361,0.08078334855310056,0.02197802197802198,0.08078334855310056,FALSE,FALSE,not_member
G3BP1,0.36771642436761054,0.35996111819060533,6,0.8827791986359761,0.35996111819060533,0.16666666666666666,0.004995004995004995,0.0035864959814374342,gpd,220,-0.24918814764290242,0.47,0.04166046719238209,0.04016875499209926,0.004995004995004995,0.04016875499209926,FALSE,TRUE,moderate
CHMP2B,0.36211163751586284,0.3597101207278302,6,0.7647058823529411,0.3597101207278302,0.16666666666666666,0.026973026973026972,0.026973026973026972,empirical,NA,NA,NA,0.0935701466674918,0.0935701466674918,0.026973026973026972,0.0935701466674918,FALSE,FALSE,not_member
BCL10,0.3595037148872867,0.3548706419888105,6,0.7412617220801364,0.3548706419888105,0.16666666666666666,0.04495504495504495,0.04495504495504495,empirical,NA,NA,NA,0.12498140157714625,0.12498140157714625,0.04495504495504495,0.12498140157714625,FALSE,FALSE,not_member
FBLN2,0.3558072536278347,0.3871749146343364,6,0.902387041773231,0.3871749146343364,0.3333333333333333,0.003996003996003996,0.001699229299359839,gpd,200,-0.30509813281981857,0.575,0.04016496324188632,0.02540699139302456,0.003996003996003996,0.02540699139302456,FALSE,TRUE,moderate
CHD4,0.35564636030559016,0.4023353222623696,6,0.8456947996589941,0.4023353222623696,0,0.02197802197802198,0.02197802197802198,empirical,NA,NA,NA,0.08051761322789361,0.08078334855310056,0.02197802197802198,0.08078334855310056,FALSE,FALSE,not_member
KREMEN1,0.35386672124853646,0.3248220629866508,6,0.7544757033248082,0.3248220629866508,0.16666666666666666,0.013986013986013986,0.013986013986013986,empirical,NA,NA,NA,0.06230133502860775,0.07120152574698028,0.013986013986013986,0.07120152574698028,FALSE,FALSE,not_member
MSH6,0.3537872960682925,0.2863300319555001,6,0.7791986359761296,0.2863300319555001,0.16666666666666666,0.012987012987012988,0.012987012987012988,empirical,NA,NA,NA,0.06133625410733845,0.07120152574698028,0.012987012987012988,0.07120152574698028,FALSE,FALSE,not_member
XRCC2,0.3495264224449369,0.2769139920640154,6,0.7297527706734868,0.2769139920640154,0,0.030969030969030968,0.030969030969030968,empirical,NA,NA,NA,0.10201563142739613,0.10201563142739613,0.030969030969030968,0.10201563142739613,FALSE,FALSE,not_member
NPM1,0.3484380633582156,0.2930564804764473,6,0.7463768115942029,0.2930564804764473,0.16666666666666666,0.016983016983016984,0.016983016983016984,empirical,NA,NA,NA,0.07007729112992273,0.07741096113189137,0.016983016983016984,0.07741096113189137,FALSE,FALSE,not_member
CDH1,0.34656953212921626,0.3167195447507324,6,0.7152600170502984,0.3167195447507324,0.16666666666666666,0.029970029970029972,0.029970029970029972,empirical,NA,NA,NA,0.1004124081047158,0.1004124081047158,0.029970029970029972,0.1004124081047158,FALSE,FALSE,not_member
STAT3,0.3463272577999017,0.3238933278943488,6,0.8363171355498722,0.3238933278943488,0.16666666666666666,0.004995004995004995,0.004249927479262672,gpd,250,-0.2878747092310497,0.325,0.04166046719238209,0.04372425507043626,0.004995004995004995,0.04372425507043626,FALSE,TRUE,moderate
PSMB2,0.34433746492936723,0.34487267605789573,6,0.8635976129582268,0.34487267605789573,0,0.00999000999000999,0.008817026344903639,gpd,250,-0.27469755505230115,0.81,0.05439005439005439,0.06756256760162686,0.00999000999000999,0.06756256760162686,FALSE,FALSE,not_member
CTNNB1,0.3434880656184829,0.26847135953883444,6,0.7037510656436488,0.26847135953883444,0.16666666666666666,0.00999000999000999,0.016002352784462548,gpd,250,-0.2394039216760379,0.23,0.05439005439005439,0.07557737700613637,0.00999000999000999,0.07557737700613637,FALSE,FALSE,not_member
SET,0.3403998046526136,0.3708729866748963,6,0.8111679454390452,0.3708729866748963,0.16666666666666666,0.04495504495504495,0.04495504495504495,empirical,NA,NA,NA,0.12498140157714625,0.12498140157714625,0.04495504495504495,0.12498140157714625,FALSE,FALSE,not_member
JUN,0.34004349558588315,0.3192173845423871,6,0.7809036658141517,0.3192173845423871,0.3333333333333333,0.030969030969030968,0.030969030969030968,empirical,NA,NA,NA,0.10201563142739613,0.10201563142739613,0.030969030969030968,0.10201563142739613,FALSE,FALSE,not_member
CUL7,0.33962769519398944,0.300145945990232,6,0.7510656436487638,0.300145945990232,0,0.026973026973026972,0.026973026973026972,empirical,NA,NA,NA,0.0935701466674918,0.0935701466674918,0.026973026973026972,0.0935701466674918,FALSE,FALSE,not_member
PCM1,0.3382718804240038,0.3547962606543712,6,0.7949701619778347,0.3547962606543712,0,0.03896103896103896,0.03896103896103896,empirical,NA,NA,NA,0.11658570437196392,0.11658570437196392,0.03896103896103896,0.11658570437196392,FALSE,FALSE,not_member
IL13RA1,0.3334520155413677,0.3545182706977852,6,0.7595907928388747,0.3545182706977852,0,0.061938061938061936,0.061938061938061936,empirical,NA,NA,NA,0.152702643268681,0.152702643268681,0.061938061938061936,0.152702643268681,FALSE,FALSE,not_member
ERCC3,0.33210705842759225,0.3083207391782683,6,0.7655583972719523,0.3083207391782683,0.16666666666666666,0.054945054945054944,0.054945054945054944,empirical,NA,NA,NA,0.1380670611439842,0.1380670611439842,0.054945054945054944,0.1380670611439842,FALSE,FALSE,not_member
RNF43,0.32320478136381536,0.3247049196961737,6,0.8473998294970162,0.3247049196961737,0.3333333333333333,0.007992007992007992,0.008400102821853495,gpd,250,-0.16445975357570713,0.185,0.05260411230560485,0.06720082257482796,0.007992007992007992,0.06720082257482796,FALSE,FALSE,not_member
STAT1,0.31962935981142215,0.31295108901951135,6,0.7468030690537084,0.31295108901951135,0,0.04595404595404595,0.04595404595404595,empirical,NA,NA,NA,0.1268590564365212,0.1268590564365212,0.04595404595404595,0.1268590564365212,FALSE,FALSE,not_member
EPC1,0.3185399241027007,0.3872684173430216,6,0.7774936061381075,0.3872684173430216,0.16666666666666666,0.07792207792207792,0.07792207792207792,empirical,NA,NA,NA,0.18181818181818182,0.18181818181818182,0.07792207792207792,0.18181818181818182,FALSE,FALSE,not_member
YES1,0.3162192991148085,0.2529902356444268,6,0.7340153452685422,0.2529902356444268,0,0.01898101898101898,0.01898101898101898,empirical,NA,NA,NA,0.0744055944055944,0.08078334855310056,0.01898101898101898,0.08078334855310056,FALSE,FALSE,not_member
ERCC1,0.3155273922663586,0.2541595986601136,6,0.763000852514919,0.2541595986601136,0.16666666666666666,0.028971028971028972,0.028971028971028972,empirical,NA,NA,NA,0.09875342049255093,0.09875342049255093,0.028971028971028972,0.09875342049255093,FALSE,FALSE,not_member
MGA,0.3144792030237963,0.260584880556335,6,0.7877237851662404,0.260584880556335,0.3333333333333333,0.016983016983016984,0.016983016983016984,empirical,NA,NA,NA,0.07007729112992273,0.07741096113189137,0.016983016983016984,0.07741096113189137,FALSE,FALSE,not_member
AKAP9,0.3142404928484269,0.24255953461941684,6,0.7604433077578858,0.24255953461941684,0.3333333333333333,0.004995004995004995,0.005045044766623033,gpd,240,-0.1776554641177383,0.65,0.04166046719238209,0.04823554996381046,0.004995004995004995,0.04823554996381046,FALSE,TRUE,moderate
EGFR,0.31348253659168557,0.2708235463050414,6,0.7306052855924979,0.2708235463050414,0.16666666666666666,0.008991008991008992,0.010281414774217752,gpd,230,-0.33054338364844926,0.46,0.05260411230560485,0.06947890818858561,0.008991008991008992,0.06947890818858561,FALSE,FALSE,not_member
DNMT1,0.31010201451002783,0.3194654581498099,6,0.742540494458653,0.3194654581498099,0,0.08591408591408592,0.08591408591408592,empirical,NA,NA,NA,0.19135410044500953,0.19135410044500953,0.08591408591408592,0.19135410044500953,FALSE,FALSE,not_member
AJUBA,0.3067804294911009,0.21129712403205098,6,0.6977834612105712,0.21129712403205098,0,0.03396603396603397,0.03396603396603397,empirical,NA,NA,NA,0.10824947410313264,0.10824947410313264,0.03396603396603397,0.10824947410313264,FALSE,FALSE,not_member
KHSRP,0.30673505237960896,0.2997600525900896,6,0.7864450127877237,0.2997600525900896,0,0.04995004995004995,0.04995004995004995,empirical,NA,NA,NA,0.13226508590747002,0.13226508590747002,0.04995004995004995,0.13226508590747002,FALSE,FALSE,not_member
HNRNPA2B1,0.3050027887862739,0.24224855556955008,6,0.7578857630008525,0.24224855556955008,0.16666666666666666,0.02197802197802198,0.02197802197802198,empirical,NA,NA,NA,0.08051761322789361,0.08078334855310056,0.02197802197802198,0.08078334855310056,FALSE,FALSE,not_member
PRKCI,0.30464221067069275,0.30455689014943,6,0.7327365728900256,0.30455689014943,0,0.05094905094905095,0.05094905094905095,empirical,NA,NA,NA,0.13226508590747002,0.13226508590747002,0.05094905094905095,0.13226508590747002,FALSE,FALSE,not_member
EXOSC6,0.3045637625356986,0.19702283364554213,6,0.6692242114236999,0.19702283364554213,0.16666666666666666,0.023976023976023976,0.023976023976023976,empirical,NA,NA,NA,0.08544183089637634,0.08544183089637634,0.023976023976023976,0.08544183089637634,FALSE,FALSE,not_member
DNM2,0.3041352848621365,0.2951825519294897,6,0.7301790281329923,0.2951825519294897,0.3333333333333333,0.029970029970029972,0.029970029970029972,empirical,NA,NA,NA,0.1004124081047158,0.1004124081047158,0.029970029970029972,0.1004124081047158,FALSE,FALSE,not_member
ESR1,0.30354518779997397,0.33949904755251786,6,0.8107416879795396,0.33949904755251786,0,0.03896103896103896,0.03896103896103896,empirical,NA,NA,NA,0.11658570437196392,0.11658570437196392,0.03896103896103896,0.11658570437196392,FALSE,FALSE,not_member
CSF1,0.30084635246523506,0.3479675887028868,6,0.79923273657289,0.3479675887028868,0.16666666666666666,0.04995004995004995,0.04995004995004995,empirical,NA,NA,NA,0.13226508590747002,0.13226508590747002,0.04995004995004995,0.13226508590747002,FALSE,FALSE,not_member
BPTF,0.2991480696234486,0.3245216446158504,6,0.7612958226768969,0.3245216446158504,0.3333333333333333,0.05094905094905095,0.05094905094905095,empirical,NA,NA,NA,0.13226508590747002,0.13226508590747002,0.05094905094905095,0.13226508590747002,FALSE,FALSE,not_member
INTS6,0.2980553619652372,0.20486039392414057,6,0.7710997442455243,0.20486039392414057,0.5,0.007992007992007992,0.009307088394101659,gpd,250,-0.3119245902947995,0.63,0.05260411230560485,0.06756256760162686,0.007992007992007992,0.06756256760162686,FALSE,FALSE,not_member
